Query_ID,Query_Text,Category,Sentiment,Platform,Confidence,Expected_Automation_Rate,Expected_Resolution_Path,Expected_Response_Time_ms,Customer_Satisfaction_Score
OT-001,Can you track my order #ORD-98765?,Order Tracking,Neutral,Email,0.98,95%,Path A - API Resolution,210,4.5
OT-002,Where's my package? Order ORD-45321,Order Tracking,Neutral,WhatsApp,0.96,95%,Path A - API Resolution,210,4.5
OT-003,How do I check my order status? ORD-11122,Order Tracking,Neutral,Chat,0.94,95%,Path A - API Resolution,210,4.5
OT-004,What's the status of order #ORD-56789?,Order Tracking,Neutral,Email,0.95,95%,Path A - API Resolution,210,4.5
OT-005,Can you provide tracking for ORD-77889?,Order Tracking,Neutral,Instagram,0.93,95%,Path A - API Resolution,210,4.5
OT-006,I need to know my order status ASAP! ORD-33445,Order Tracking,Negative,WhatsApp,0.91,95%,Path A - API Resolution,210,4.5
OT-007,Where is my order ORD-99887? I've been waiting!,Order Tracking,Negative,Email,0.89,95%,Path A - API Resolution,210,4.5
OT-008,When will my fitness equipment arrive? ORD-22334,Order Tracking,Neutral,Chat,0.92,95%,Path A - API Resolution,210,4.5
OT-009,Check delivery for ORD-55443 please,Order Tracking,Positive,WhatsApp,0.94,95%,Path A - API Resolution,210,4.5
OT-010,I'm checking order ORD-66554. Any updates?,Order Tracking,Neutral,Email,0.93,95%,Path A - API Resolution,210,4.5
OT-011,Track order #ORD-12345 and let me know when it arrives,Order Tracking,Neutral,Chat,0.90,95%,Path A - API Resolution,210,4.5
OT-012,Does my order ORD-88776 have GPS tracking?,Order Tracking,Neutral,WhatsApp,0.87,95%,Path B - RAG Response,320,4.5
OT-013,"I placed 3 orders. Status on ORD-11223, ORD-33445, ORD-55667?",Order Tracking,Neutral,Email,0.85,95%,Path A - API Resolution,210,4.5
OT-014,Order ORD-44332: Where exactly is it?,Order Tracking,Negative,Chat,0.88,95%,Path A - API Resolution,210,4.5
OT-015,My order ORD-77889 was supposed to arrive yesterday!,Order Tracking,Negative,WhatsApp,0.86,95%,Path A - API Resolution,210,4.5
OT-016,Is my order ORD-99111 still on schedule?,Order Tracking,Neutral,Email,0.92,95%,Path A - API Resolution,210,4.5
OT-017,Can you rush my order ORD-22445 delivery?,Order Tracking,Neutral,Chat,0.83,90%,Path B - RAG Response,320,4.4
OT-018,Order tracking link for ORD-33556?,Order Tracking,Neutral,Instagram,0.94,95%,Path A - API Resolution,210,4.5
OT-019,How do I track my order ORD-44667?,Order Tracking,Neutral,Email,0.96,95%,Path A - API Resolution,210,4.5
OT-020,Order ORD-55778: Real-time GPS tracking available?,Order Tracking,Neutral,Chat,0.84,90%,Path B - RAG Response,320,4.4
OT-021,Track ORD-66889. Also when can I expect it?,Order Tracking,Neutral,WhatsApp,0.89,95%,Path A - API Resolution,210,4.5
OT-022,I have order ORD-77990. I need updates every hour,Order Tracking,Negative,Email,0.81,85%,Path B - RAG Response,320,4.3
OT-023,Order status for ORD-88001 and ORD-99112?,Order Tracking,Neutral,Chat,0.87,95%,Path A - API Resolution,210,4.5
OT-024,When will ORD-11334 arrive at my location?,Order Tracking,Neutral,WhatsApp,0.91,95%,Path A - API Resolution,210,4.5
OT-025,Tracking for ORD-22445: Is it on the way?,Order Tracking,Neutral,Email,0.94,95%,Path A - API Resolution,210,4.5
OT-026,Order ORD-33556 status update please,Order Tracking,Positive,Chat,0.95,95%,Path A - API Resolution,210,4.5
OT-027,Can't find my order ORD-44667 tracking number,Order Tracking,Neutral,Instagram,0.92,95%,Path A - API Resolution,210,4.5
OT-028,Help me track order ORD-55778 ASAP!,Order Tracking,Negative,WhatsApp,0.88,95%,Path A - API Resolution,210,4.5
OT-029,Is my order ORD-66889 at my local hub?,Order Tracking,Neutral,Email,0.85,90%,Path B - RAG Response,320,4.4
OT-030,Order ORD-77990: What's the delivery time window?,Order Tracking,Neutral,Chat,0.90,95%,Path A - API Resolution,210,4.5
OT-031,Track my 2 orders: ORD-88001 and ORD-99112,Order Tracking,Neutral,WhatsApp,0.86,95%,Path A - API Resolution,210,4.5
OT-032,When is ORD-11334 expected to be delivered?,Order Tracking,Neutral,Email,0.93,95%,Path A - API Resolution,210,4.5
OT-033,"Order status: ORD-22445, ORD-33556, ORD-44667?",Order Tracking,Neutral,Chat,0.84,90%,Path A - API Resolution,210,4.4
OT-034,I'm waiting for ORD-55778. Where is it now?,Order Tracking,Negative,Instagram,0.87,95%,Path A - API Resolution,210,4.5
OT-035,Last update on order ORD-66889?,Order Tracking,Neutral,WhatsApp,0.91,95%,Path A - API Resolution,210,4.5
DD-001,My order was supposed to arrive yesterday,Delivery Delays,Negative,Email,0.92,70%,Path A - API Resolution,340,3.8
DD-002,Expected delivery today but no sign of package,Delivery Delays,Negative,WhatsApp,0.90,70%,Path A - API Resolution,340,3.8
DD-003,When will my delayed order arrive?,Delivery Delays,Negative,Chat,0.88,70%,Path A - API Resolution,340,3.8
DD-004,Package says 2 days late now,Delivery Delays,Negative,Email,0.85,70%,Path B - RAG Response,420,3.7
DD-005,My delivery is running behind schedule,Delivery Delays,Negative,Instagram,0.87,70%,Path A - API Resolution,340,3.8
DD-006,It's been a week and my order hasn't arrived!!,Delivery Delays,Negative,WhatsApp,0.88,60%,Path C - Escalation,600,3.5
DD-007,This is taking forever! Where's my delivery?,Delivery Delays,Negative,Email,0.86,60%,Path C - Escalation,600,3.5
DD-008,Expected delivery 5 days ago - still nothing!,Delivery Delays,Negative,Chat,0.84,60%,Path C - Escalation,600,3.5
DD-009,I'm very disappointed. Order still hasn't arrived,Delivery Delays,Negative,WhatsApp,0.82,60%,Path C - Escalation,600,3.5
DD-010,This delivery delay is unacceptable!,Delivery Delays,Negative,Email,0.80,50%,Path C - Escalation,600,3.4
DD-011,My order is 2 weeks late! This is ridiculous!,Delivery Delays,Critical,WhatsApp,0.78,30%,Path C - Escalation,600,2.8
DD-012,2 weeks waiting! I want a refund or replacement NOW!,Delivery Delays,Critical,Email,0.75,25%,Path C - Escalation,600,2.5
DD-013,Ordered 3 weeks ago - STILL no delivery!,Delivery Delays,Critical,Chat,0.76,30%,Path C - Escalation,600,2.8
DD-014,This is the worst service ever. Package is 10 days late!,Delivery Delays,Negative,Instagram,0.77,40%,Path C - Escalation,600,3.2
DD-015,Delivery is so delayed I'm considering canceling!,Delivery Delays,Negative,WhatsApp,0.81,50%,Path C - Escalation,600,3.4
DD-016,Why is my delivery taking this long?,Delivery Delays,Negative,Email,0.89,70%,Path A - API Resolution,340,3.8
DD-017,Will my package ever arrive??,Delivery Delays,Negative,Chat,0.86,70%,Path A - API Resolution,340,3.8
DD-018,Expected 5 days ago still not here!,Delivery Delays,Negative,WhatsApp,0.87,70%,Path A - API Resolution,340,3.8
DD-019,This is beyond unacceptable! 2 week delay!,Delivery Delays,Critical,Email,0.77,30%,Path C - Escalation,600,2.8
DD-020,My delivery keeps getting delayed!,Delivery Delays,Negative,Chat,0.85,65%,Path B - RAG Response,420,3.7
DD-021,How much longer do I have to wait??,Delivery Delays,Negative,Instagram,0.84,65%,Path B - RAG Response,420,3.7
DD-022,Fed up with these delays! Where's my order?!,Delivery Delays,Negative,WhatsApp,0.82,60%,Path C - Escalation,600,3.5
RF-001,I want a refund for my last purchase,Refund Requests,Neutral,Email,0.94,85%,Path A - API Resolution,290,4.1
RF-002,Can I get my money back? I changed my mind,Refund Requests,Neutral,WhatsApp,0.92,85%,Path A - API Resolution,290,4.1
RF-003,Please process a refund for order #ORD-12345,Refund Requests,Neutral,Chat,0.96,85%,Path A - API Resolution,290,4.1
RF-004,I'd like to return this item,Refund Requests,Neutral,Email,0.95,85%,Path A - API Resolution,290,4.1
RF-005,How do I get a refund?,Refund Requests,Neutral,Instagram,0.93,85%,Path B - RAG Response,420,4.0
RF-006,The product arrived damaged - I need a refund!,Refund Requests,Negative,WhatsApp,0.92,95%,Path A - API Resolution,290,4.3
RF-007,Defective item - pushing for full refund,Refund Requests,Negative,Email,0.90,95%,Path A - API Resolution,290,4.3
RF-008,Product doesn't match description - want refund,Refund Requests,Negative,Chat,0.88,90%,Path A - API Resolution,290,4.2
RF-009,Got the wrong item - need refund ASAP!,Refund Requests,Negative,WhatsApp,0.91,95%,Path A - API Resolution,290,4.3
RF-010,Item is broken - requesting full refund,Refund Requests,Negative,Email,0.89,90%,Path A - API Resolution,290,4.2
RF-011,I want a refund but still want to keep the product,Refund Requests,Neutral,Chat,0.72,40%,Path B - RAG Response,420,3.8
RF-012,Refund request for ORD-12345 - delivery took too long,Refund Requests,Negative,WhatsApp,0.75,70%,Path C - Escalation,450,3.9
RF-013,Can I get partial refund?,Refund Requests,Neutral,Email,0.81,75%,Path B - RAG Response,420,3.9
RF-014,Refund all charges - very unhappy!,Refund Requests,Negative,Chat,0.78,70%,Path C - Escalation,450,3.9
RF-015,I need a refund AND apology for late delivery!,Refund Requests,Negative,Instagram,0.76,65%,Path C - Escalation,450,3.8
RF-016,Still waiting 2 weeks for refund on returned item,Refund Requests,Negative,WhatsApp,0.79,70%,Path C - Escalation,450,3.9
RF-017,Demand refund - service was poor!,Refund Requests,Negative,Email,0.74,60%,Path C - Escalation,450,3.7
RF-018,Can I get store credit instead of refund?,Refund Requests,Neutral,Chat,0.85,80%,Path B - RAG Response,420,4.0
PC-001,This product quality is terrible!,Product Complaints,Negative,Email,0.89,60%,Path B - RAG Response,420,3.6
PC-002,The product doesn't work as advertised,Product Complaints,Negative,WhatsApp,0.87,60%,Path B - RAG Response,420,3.6
PC-003,Product performance is below expectations,Product Complaints,Negative,Chat,0.85,55%,Path B - RAG Response,420,3.5
PC-004,This item is not what was described,Product Complaints,Negative,Instagram,0.88,60%,Path B - RAG Response,420,3.6
PC-005,Terrible product - completely disappointed,Product Complaints,Negative,Email,0.86,60%,Path B - RAG Response,420,3.6
PC-006,The fitness tracker arrived BROKEN!,Product Complaints,Negative,WhatsApp,0.92,90%,Path A - API Resolution,290,4.2
PC-007,Product came with missing parts,Product Complaints,Negative,Email,0.90,85%,Path A - API Resolution,290,4.1
PC-008,This app keeps crashing - completely unusable!,Product Complaints,Negative,Chat,0.91,80%,Path B - RAG Response,420,3.9
PC-009,Equipment arrived damaged in shipping,Product Complaints,Negative,Instagram,0.89,85%,Path A - API Resolution,290,4.1
PC-010,Product stopped working after 2 days,Product Complaints,Negative,WhatsApp,0.88,85%,Path A - API Resolution,290,4.1
PC-011,I'm very frustrated with this product quality!,Product Complaints,Negative,Email,0.84,50%,Path C - Escalation,450,3.4
PC-012,This supplement tastes awful!,Product Complaints,Negative,Chat,0.82,45%,Path B - RAG Response,420,3.3
PC-013,Software has SO many bugs!,Product Complaints,Negative,WhatsApp,0.83,50%,Path C - Escalation,450,3.4
PC-014,Worst purchase I've ever made,Product Complaints,Negative,Instagram,0.81,40%,Path C - Escalation,450,3.2
PC-015,Can't believe I paid for this defective item!,Product Complaints,Negative,Email,0.79,40%,Path C - Escalation,450,3.2
PI-001,My card was declined. Can you help?,Payment Issues,Neutral,Email,0.94,80%,Path A - API Resolution,180,4.2
PI-002,I've been charged twice for the same order!,Payment Issues,Negative,WhatsApp,0.96,95%,Path A - API Resolution,180,4.4
PI-003,Why was I charged 3 times?!,Payment Issues,Negative,Chat,0.95,95%,Path A - API Resolution,180,4.4
PI-004,My payment keeps failing,Payment Issues,Neutral,WhatsApp,0.92,80%,Path A - API Resolution,180,4.2
PI-005,I see duplicate charges on my credit card,Payment Issues,Negative,Email,0.97,98%,Path A - API Resolution,180,4.5
SI-001,How do I cancel my subscription?,Subscription Issues,Neutral,Email,0.96,90%,Path B - RAG Response,150,4.4
SI-002,I want to upgrade to Premium plan,Subscription Issues,Positive,Chat,0.94,90%,Path B - RAG Response,150,4.4
SI-003,Can I pause my membership temporarily?,Subscription Issues,Neutral,WhatsApp,0.93,90%,Path A - API Resolution,150,4.4
GQ-001,What's your return policy?,General Questions,Neutral,Email,0.95,98%,Path B - RAG Response,120,4.6
GQ-002,How can I contact customer support?,General Questions,Neutral,Chat,0.98,98%,Path B - RAG Response,120,4.6
